schema_name,table_name,table_comment,partition_by,column_ordinal,column_name,data_type,nullable,default_expression,primary_key_flag,foreign_key_reference,column_comment
msbf_m1,collateral_availability_snapshot,Collateral availability only; not final lien/perfection or offer package.,,4,gross_value,"numeric(18,2)",False,,False,,
msbf_m1,collateral_availability_snapshot,Collateral availability only; not final lien/perfection or offer package.,,5,existing_lien_amount,"numeric(18,2)",False,0,False,,
msbf_m1,collateral_availability_snapshot,Collateral availability only; not final lien/perfection or offer package.,,6,estimated_haircut_rate,"numeric(9,6)",False,,False,,
msbf_m1,collateral_availability_snapshot,Collateral availability only; not final lien/perfection or offer package.,,7,available_value,"numeric(18,2)",False,,False,,
msbf_m1,collateral_availability_snapshot,Collateral availability only; not final lien/perfection or offer package.,,8,ownership_verified_flag,boolean,False,false,False,,
msbf_m1,collateral_availability_snapshot,Collateral availability only; not final lien/perfection or offer package.,,9,valuation_confidence_tier,smallint,False,,False,,
msbf_m1,collateral_availability_snapshot,Collateral availability only; not final lien/perfection or offer package.,,10,source_snapshot_id,bigint,True,,False,msbf_m1.source_snapshot.source_snapshot_id,
msbf_m1,collateral_availability_snapshot,Collateral availability only; not final lien/perfection or offer package.,,11,created_by_run_id,bigint,False,,False,msbf_m1.source_snapshot.module1_run_id,
msbf_m1,guarantee_availability_snapshot,Guarantee availability evidence; not an executed guarantee.,,1,merchant_application_id,text,False,,True,msbf_m1.merchant_application.merchant_application_id,
msbf_m1,guarantee_availability_snapshot,Guarantee availability evidence; not an executed guarantee.,,2,party_id,text,False,,True,,
msbf_m1,guarantee_availability_snapshot,Guarantee availability evidence; not an executed guarantee.,,3,as_of_date,date,False,,True,,
msbf_m1,guarantee_availability_snapshot,Guarantee availability evidence; not an executed guarantee.,,4,guarantee_type,text,False,,True,,
msbf_m1,guarantee_availability_snapshot,Guarantee availability evidence; not an executed guarantee.,,5,guarantee_available_flag,boolean,False,,False,,
msbf_m1,guarantee_availability_snapshot,Guarantee availability evidence; not an executed guarantee.,,6,guarantee_capacity_amount,"numeric(18,2)",True,,False,,
msbf_m1,guarantee_availability_snapshot,Guarantee availability evidence; not an executed guarantee.,,7,verification_status,text,False,,False,,
msbf_m1,guarantee_availability_snapshot,Guarantee availability evidence; not an executed guarantee.,,8,source_snapshot_id,bigint,True,,False,msbf_m1.source_snapshot.source_snapshot_id,
msbf_m1,guarantee_availability_snapshot,Guarantee availability evidence; not an executed guarantee.,,9,created_by_run_id,bigint,False,,False,msbf_m1.source_snapshot.module1_run_id,
msbf_m1,application_business_credit_snapshot,As-of synthetic business credit evidence.,,1,merchant_application_id,text,False,,True,msbf_m1.merchant_application.merchant_application_id,
msbf_m1,application_business_credit_snapshot,As-of synthetic business credit evidence.,,2,as_of_date,date,False,,True,,
msbf_m1,application_business_credit_snapshot,As-of synthetic business credit evidence.,,3,business_bureau_score,smallint,True,,False,,
msbf_m1,application_business_credit_snapshot,As-of synthetic business credit evidence.,,4,score_band,text,True,,False,,
msbf_m1,application_business_credit_snapshot,As-of synthetic business credit evidence.,,5,delinquency_count_12m,smallint,False,0,False,,
msbf_m1,application_business_credit_snapshot,As-of synthetic business credit evidence.,,6,tax_lien_flag,boolean,False,false,False,,
msbf_m1,application_business_credit_snapshot,As-of synthetic business credit evidence.,,7,bankruptcy_flag,boolean,False,false,False,,
msbf_m1,application_business_credit_snapshot,As-of synthetic business credit evidence.,,8,prior_business_default_flag,boolean,False,false,False,,
msbf_m1,application_business_credit_snapshot,As-of synthetic business credit evidence.,,9,ucc_filing_count,smallint,False,0,False,,
msbf_m1,application_business_credit_snapshot,As-of synthetic business credit evidence.,,10,source_snapshot_id,bigint,True,,False,msbf_m1.source_snapshot.source_snapshot_id,
msbf_m1,application_business_credit_snapshot,As-of synthetic business credit evidence.,,11,created_by_run_id,bigint,False,,False,msbf_m1.source_snapshot.module1_run_id,
msbf_m1,application_owner_credit_snapshot,As-of synthetic owner/guarantor credit evidence.,,1,merchant_application_id,text,False,,True,msbf_m1.merchant_application.merchant_application_id,
msbf_m1,application_owner_credit_snapshot,As-of synthetic owner/guarantor credit evidence.,,2,party_id,text,False,,True,,
msbf_m1,application_owner_credit_snapshot,As-of synthetic owner/guarantor credit evidence.,,3,as_of_date,date,False,,True,,
msbf_m1,application_owner_credit_snapshot,As-of synthetic owner/guarantor credit evidence.,,4,owner_credit_score,smallint,True,,False,,
msbf_m1,application_owner_credit_snapshot,As-of synthetic owner/guarantor credit evidence.,,5,score_band,text,True,,False,,
msbf_m1,application_owner_credit_snapshot,As-of synthetic owner/guarantor credit evidence.,,6,delinquency_count_12m,smallint,False,0,False,,
msbf_m1,application_owner_credit_snapshot,As-of synthetic owner/guarantor credit evidence.,,7,major_derogatory_flag,boolean,False,false,False,,
msbf_m1,application_owner_credit_snapshot,As-of synthetic owner/guarantor credit evidence.,,8,bankruptcy_flag,boolean,False,false,False,,
msbf_m1,application_owner_credit_snapshot,As-of synthetic owner/guarantor credit evidence.,,9,source_snapshot_id,bigint,True,,False,msbf_m1.source_snapshot.source_snapshot_id,
msbf_m1,application_owner_credit_snapshot,As-of synthetic owner/guarantor credit evidence.,,10,created_by_run_id,bigint,False,,False,msbf_m1.source_snapshot.module1_run_id,
msbf_m1,merchant_pos_daily_base,Immutable deterministic baseline daily POS and settlement history.,RANGE (observation_date),1,population_id,text,False,,True,msbf_m1.population_registry.population_id,
msbf_m1,merchant_pos_daily_base,Immutable deterministic baseline daily POS and settlement history.,RANGE (observation_date),2,merchant_id,text,False,,True,msbf_m1.merchant_master.merchant_id,
msbf_m1,merchant_pos_daily_base,Immutable deterministic baseline daily POS and settlement history.,RANGE (observation_date),3,processor_account_id,text,False,,True,msbf_m1.processor_account.processor_account_id,
msbf_m1,merchant_pos_daily_base,Immutable deterministic baseline daily POS and settlement history.,RANGE (observation_date),4,observation_date,date,False,,True,,
msbf_m1,merchant_pos_daily_base,Immutable deterministic baseline daily POS and settlement history.,RANGE (observation_date),5,gross_pos_sales,"numeric(18,2)",False,,False,,
msbf_m1,merchant_pos_daily_base,Immutable deterministic baseline daily POS and settlement history.,RANGE (observation_date),6,transaction_count,integer,False,,False,,
msbf_m1,merchant_pos_daily_base,Immutable deterministic baseline daily POS and settlement history.,RANGE (observation_date),7,average_ticket_amount,"numeric(18,2)",False,,False,,
msbf_m1,merchant_pos_daily_base,Immutable deterministic baseline daily POS and settlement history.,RANGE (observation_date),8,refund_amount,"numeric(18,2)",False,0,False,,
msbf_m1,merchant_pos_daily_base,Immutable deterministic baseline daily POS and settlement history.,RANGE (observation_date),9,chargeback_amount,"numeric(18,2)",False,0,False,,
msbf_m1,merchant_pos_daily_base,Immutable deterministic baseline daily POS and settlement history.,RANGE (observation_date),10,reversal_amount,"numeric(18,2)",False,0,False,,
msbf_m1,merchant_pos_daily_base,Immutable deterministic baseline daily POS and settlement history.,RANGE (observation_date),11,governed_exclusion_amount,"numeric(18,2)",False,0,False,,
msbf_m1,merchant_pos_daily_base,Immutable deterministic baseline daily POS and settlement history.,RANGE (observation_date),12,eligible_pos_sales,"numeric(18,2)",False,,False,,
msbf_m1,merchant_pos_daily_base,Immutable deterministic baseline daily POS and settlement history.,RANGE (observation_date),13,processor_fee_amount,"numeric(18,2)",False,0,False,,
msbf_m1,merchant_pos_daily_base,Immutable deterministic baseline daily POS and settlement history.,RANGE (observation_date),14,settlement_amount,"numeric(18,2)",False,,False,,
msbf_m1,merchant_pos_daily_base,Immutable deterministic baseline daily POS and settlement history.,RANGE (observation_date),15,net_merchant_proceeds,"numeric(18,2)",False,,False,,
msbf_m1,merchant_pos_daily_base,Immutable deterministic baseline daily POS and settlement history.,RANGE (observation_date),16,zero_sales_day_flag,boolean,False,,False,,
msbf_m1,merchant_pos_daily_base,Immutable deterministic baseline daily POS and settlement history.,RANGE (observation_date),17,processor_status,text,False,,False,,
msbf_m1,merchant_pos_daily_base,Immutable deterministic baseline daily POS and settlement history.,RANGE (observation_date),18,data_connection_status,text,False,,False,,
msbf_m1,merchant_pos_daily_base,Immutable deterministic baseline daily POS and settlement history.,RANGE (observation_date),19,source_contract_id,bigint,False,,False,msbf_ctl.source_contract.source_contract_id,
msbf_m1,merchant_pos_daily_base,Immutable deterministic baseline daily POS and settlement history.,RANGE (observation_date),20,generated_by_run_id,bigint,False,,False,msbf_ctl.run_registry.run_id,
msbf_m1,merchant_pos_daily_base,Immutable deterministic baseline daily POS and settlement history.,RANGE (observation_date),21,row_hash,text,False,,False,,
msbf_m1,merchant_pos_daily_scenario,Scenario-adjusted daily POS history; baseline retained separately.,RANGE (observation_date),1,scenario_row_id,bigint GENERATED ALWAYS AS IDENTITY,False,,True,,
msbf_m1,merchant_pos_daily_scenario,Scenario-adjusted daily POS history; baseline retained separately.,RANGE (observation_date),2,scenario_id,bigint,False,,False,msbf_ctl.scenario_registry.scenario_id,
msbf_m1,merchant_pos_daily_scenario,Scenario-adjusted daily POS history; baseline retained separately.,RANGE (observation_date),3,base_row_hash,text,False,,False,,
msbf_m1,merchant_pos_daily_scenario,Scenario-adjusted daily POS history; baseline retained separately.,RANGE (observation_date),4,direct_shock_factor,"numeric(12,8)",False,1,False,,
msbf_m1,merchant_pos_daily_scenario,Scenario-adjusted daily POS history; baseline retained separately.,RANGE (observation_date),5,propagated_shock_factor,"numeric(12,8)",False,1,False,,
msbf_m1,merchant_pos_daily_scenario,Scenario-adjusted daily POS history; baseline retained separately.,RANGE (observation_date),6,scenario_overlay_payload,jsonb,False,'{}'::jsonb,False,,
msbf_m1,merchant_pos_daily_scenario,Scenario-adjusted daily POS history; baseline retained separately.,RANGE (observation_date),7,population_id,text,False,,False,msbf_m1.population_registry.population_id,
msbf_m1,merchant_pos_daily_scenario,Scenario-adjusted daily POS history; baseline retained separately.,RANGE (observation_date),8,merchant_id,text,False,,False,msbf_m1.merchant_master.merchant_id,
msbf_m1,merchant_pos_daily_scenario,Scenario-adjusted daily POS history; baseline retained separately.,RANGE (observation_date),9,processor_account_id,text,False,,False,msbf_m1.processor_account.processor_account_id,
msbf_m1,merchant_pos_daily_scenario,Scenario-adjusted daily POS history; baseline retained separately.,RANGE (observation_date),10,observation_date,date,False,,True,,
msbf_m1,merchant_pos_daily_scenario,Scenario-adjusted daily POS history; baseline retained separately.,RANGE (observation_date),11,gross_pos_sales,"numeric(18,2)",False,,False,,
msbf_m1,merchant_pos_daily_scenario,Scenario-adjusted daily POS history; baseline retained separately.,RANGE (observation_date),12,transaction_count,integer,False,,False,,
msbf_m1,merchant_pos_daily_scenario,Scenario-adjusted daily POS history; baseline retained separately.,RANGE (observation_date),13,average_ticket_amount,"numeric(18,2)",False,,False,,
msbf_m1,merchant_pos_daily_scenario,Scenario-adjusted daily POS history; baseline retained separately.,RANGE (observation_date),14,refund_amount,"numeric(18,2)",False,0,False,,
msbf_m1,merchant_pos_daily_scenario,Scenario-adjusted daily POS history; baseline retained separately.,RANGE (observation_date),15,chargeback_amount,"numeric(18,2)",False,0,False,,
msbf_m1,merchant_pos_daily_scenario,Scenario-adjusted daily POS history; baseline retained separately.,RANGE (observation_date),16,reversal_amount,"numeric(18,2)",False,0,False,,
msbf_m1,merchant_pos_daily_scenario,Scenario-adjusted daily POS history; baseline retained separately.,RANGE (observation_date),17,governed_exclusion_amount,"numeric(18,2)",False,0,False,,
msbf_m1,merchant_pos_daily_scenario,Scenario-adjusted daily POS history; baseline retained separately.,RANGE (observation_date),18,eligible_pos_sales,"numeric(18,2)",False,,False,,
msbf_m1,merchant_pos_daily_scenario,Scenario-adjusted daily POS history; baseline retained separately.,RANGE (observation_date),19,processor_fee_amount,"numeric(18,2)",False,0,False,,
msbf_m1,merchant_pos_daily_scenario,Scenario-adjusted daily POS history; baseline retained separately.,RANGE (observation_date),20,settlement_amount,"numeric(18,2)",False,,False,,
msbf_m1,merchant_pos_daily_scenario,Scenario-adjusted daily POS history; baseline retained separately.,RANGE (observation_date),21,net_merchant_proceeds,"numeric(18,2)",False,,False,,
msbf_m1,merchant_pos_daily_scenario,Scenario-adjusted daily POS history; baseline retained separately.,RANGE (observation_date),22,zero_sales_day_flag,boolean,False,,False,,
msbf_m1,merchant_pos_daily_scenario,Scenario-adjusted daily POS history; baseline retained separately.,RANGE (observation_date),23,processor_status,text,False,,False,,
msbf_m1,merchant_pos_daily_scenario,Scenario-adjusted daily POS history; baseline retained separately.,RANGE (observation_date),24,data_connection_status,text,False,,False,,
msbf_m1,merchant_pos_daily_scenario,Scenario-adjusted daily POS history; baseline retained separately.,RANGE (observation_date),25,source_contract_id,bigint,False,,False,msbf_ctl.source_contract.source_contract_id,
msbf_m1,merchant_pos_daily_scenario,Scenario-adjusted daily POS history; baseline retained separately.,RANGE (observation_date),26,generated_by_run_id,bigint,False,,False,msbf_ctl.run_registry.run_id,
msbf_m1,merchant_pos_daily_scenario,Scenario-adjusted daily POS history; baseline retained separately.,RANGE (observation_date),27,row_hash,text,False,,False,,
msbf_m1,merchant_deposit_daily_base,Optional baseline deposit/liquidity history.,RANGE (observation_date),1,population_id,text,False,,True,msbf_m1.population_registry.population_id,
msbf_m1,merchant_deposit_daily_base,Optional baseline deposit/liquidity history.,RANGE (observation_date),2,merchant_id,text,False,,True,msbf_m1.merchant_master.merchant_id,
msbf_m1,merchant_deposit_daily_base,Optional baseline deposit/liquidity history.,RANGE (observation_date),3,observation_date,date,False,,True,,
msbf_m1,merchant_deposit_daily_base,Optional baseline deposit/liquidity history.,RANGE (observation_date),4,opening_balance,"numeric(18,2)",False,,False,,
msbf_m1,merchant_deposit_daily_base,Optional baseline deposit/liquidity history.,RANGE (observation_date),5,deposit_amount,"numeric(18,2)",False,0,False,,
msbf_m1,merchant_deposit_daily_base,Optional baseline deposit/liquidity history.,RANGE (observation_date),6,withdrawal_amount,"numeric(18,2)",False,0,False,,
msbf_m1,merchant_deposit_daily_base,Optional baseline deposit/liquidity history.,RANGE (observation_date),7,closing_balance,"numeric(18,2)",False,,False,,
msbf_m1,merchant_deposit_daily_base,Optional baseline deposit/liquidity history.,RANGE (observation_date),8,available_balance,"numeric(18,2)",False,,False,,
msbf_m1,merchant_deposit_daily_base,Optional baseline deposit/liquidity history.,RANGE (observation_date),9,minimum_balance,"numeric(18,2)",False,,False,,
msbf_m1,merchant_deposit_daily_base,Optional baseline deposit/liquidity history.,RANGE (observation_date),10,nsf_count,smallint,False,0,False,,
msbf_m1,merchant_deposit_daily_base,Optional baseline deposit/liquidity history.,RANGE (observation_date),11,negative_balance_flag,boolean,False,,False,,
msbf_m1,merchant_deposit_daily_base,Optional baseline deposit/liquidity history.,RANGE (observation_date),12,source_contract_id,bigint,False,,False,msbf_ctl.source_contract.source_contract_id,
msbf_m1,merchant_deposit_daily_base,Optional baseline deposit/liquidity history.,RANGE (observation_date),13,generated_by_run_id,bigint,False,,False,msbf_ctl.run_registry.run_id,
msbf_m1,merchant_deposit_daily_base,Optional baseline deposit/liquidity history.,RANGE (observation_date),14,row_hash,text,False,,False,,
msbf_m1,merchant_deposit_daily_scenario,Scenario-adjusted deposit/liquidity history.,RANGE (observation_date),1,scenario_row_id,bigint GENERATED ALWAYS AS IDENTITY,False,,True,,
msbf_m1,merchant_deposit_daily_scenario,Scenario-adjusted deposit/liquidity history.,RANGE (observation_date),2,scenario_id,bigint,False,,False,msbf_ctl.scenario_registry.scenario_id,
msbf_m1,merchant_deposit_daily_scenario,Scenario-adjusted deposit/liquidity history.,RANGE (observation_date),3,base_row_hash,text,False,,False,,
msbf_m1,merchant_deposit_daily_scenario,Scenario-adjusted deposit/liquidity history.,RANGE (observation_date),4,scenario_overlay_payload,jsonb,False,'{}'::jsonb,False,,
msbf_m1,merchant_deposit_daily_scenario,Scenario-adjusted deposit/liquidity history.,RANGE (observation_date),5,population_id,text,False,,False,msbf_m1.population_registry.population_id,
msbf_m1,merchant_deposit_daily_scenario,Scenario-adjusted deposit/liquidity history.,RANGE (observation_date),6,merchant_id,text,False,,False,msbf_m1.merchant_master.merchant_id,
msbf_m1,merchant_deposit_daily_scenario,Scenario-adjusted deposit/liquidity history.,RANGE (observation_date),7,observation_date,date,False,,True,,
msbf_m1,merchant_deposit_daily_scenario,Scenario-adjusted deposit/liquidity history.,RANGE (observation_date),8,opening_balance,"numeric(18,2)",False,,False,,
msbf_m1,merchant_deposit_daily_scenario,Scenario-adjusted deposit/liquidity history.,RANGE (observation_date),9,deposit_amount,"numeric(18,2)",False,0,False,,
msbf_m1,merchant_deposit_daily_scenario,Scenario-adjusted deposit/liquidity history.,RANGE (observation_date),10,withdrawal_amount,"numeric(18,2)",False,0,False,,
msbf_m1,merchant_deposit_daily_scenario,Scenario-adjusted deposit/liquidity history.,RANGE (observation_date),11,closing_balance,"numeric(18,2)",False,,False,,
msbf_m1,merchant_deposit_daily_scenario,Scenario-adjusted deposit/liquidity history.,RANGE (observation_date),12,available_balance,"numeric(18,2)",False,,False,,
msbf_m1,merchant_deposit_daily_scenario,Scenario-adjusted deposit/liquidity history.,RANGE (observation_date),13,minimum_balance,"numeric(18,2)",False,,False,,
msbf_m1,merchant_deposit_daily_scenario,Scenario-adjusted deposit/liquidity history.,RANGE (observation_date),14,nsf_count,smallint,False,0,False,,
msbf_m1,merchant_deposit_daily_scenario,Scenario-adjusted deposit/liquidity history.,RANGE (observation_date),15,negative_balance_flag,boolean,False,,False,,
msbf_m1,merchant_deposit_daily_scenario,Scenario-adjusted deposit/liquidity history.,RANGE (observation_date),16,source_contract_id,bigint,False,,False,msbf_ctl.source_contract.source_contract_id,
msbf_m1,merchant_deposit_daily_scenario,Scenario-adjusted deposit/liquidity history.,RANGE (observation_date),17,generated_by_run_id,bigint,False,,False,msbf_ctl.run_registry.run_id,
msbf_m1,merchant_deposit_daily_scenario,Scenario-adjusted deposit/liquidity history.,RANGE (observation_date),18,row_hash,text,False,,False,,
msbf_m1,verification_result,"Synthetic verification, KYB, identity, sanctions, bank/processor match, and fraud evidence.",,1,merchant_application_id,text,False,,True,msbf_m1.merchant_application.merchant_application_id,
msbf_m1,verification_result,"Synthetic verification, KYB, identity, sanctions, bank/processor match, and fraud evidence.",,2,check_code,text,False,,True,msbf_ref.verification_check_code.check_code,
msbf_m1,verification_result,"Synthetic verification, KYB, identity, sanctions, bank/processor match, and fraud evidence.",,3,check_version,integer,False,1,True,,
msbf_m1,verification_result,"Synthetic verification, KYB, identity, sanctions, bank/processor match, and fraud evidence.",,4,as_of_timestamp,timestamptz,False,,True,,
msbf_m1,verification_result,"Synthetic verification, KYB, identity, sanctions, bank/processor match, and fraud evidence.",,5,result_status,text,False,,False,,
msbf_m1,verification_result,"Synthetic verification, KYB, identity, sanctions, bank/processor match, and fraud evidence.",,6,risk_tier,smallint,True,,False,,
msbf_m1,verification_result,"Synthetic verification, KYB, identity, sanctions, bank/processor match, and fraud evidence.",,7,hard_stop_recommended_flag,boolean,False,false,False,,
msbf_m1,verification_result,"Synthetic verification, KYB, identity, sanctions, bank/processor match, and fraud evidence.",,8,evidence_payload,jsonb,False,'{}'::jsonb,False,,
msbf_m1,verification_result,"Synthetic verification, KYB, identity, sanctions, bank/processor match, and fraud evidence.",,9,source_snapshot_id,bigint,True,,False,msbf_m1.source_snapshot.source_snapshot_id,
msbf_m1,verification_result,"Synthetic verification, KYB, identity, sanctions, bank/processor match, and fraud evidence.",,10,created_by_run_id,bigint,False,,False,msbf_m1.source_snapshot.module1_run_id,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,1,module1_run_id,bigint,False,,True,msbf_ctl.run_registry.run_id,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,2,merchant_application_id,text,False,,True,msbf_m1.merchant_application.merchant_application_id,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,3,population_id,text,False,,False,msbf_m1.population_registry.population_id,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,4,scenario_id,bigint,False,,False,msbf_ctl.scenario_registry.scenario_id,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,5,as_of_date,date,False,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,6,merchant_id,text,False,,False,msbf_m1.merchant_master.merchant_id,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,7,industry_code,text,False,,False,msbf_ref.industry.industry_code,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,8,partner_channel_id,text,True,,False,msbf_m1.partner_channel.partner_channel_id,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,9,processor_account_id,text,False,,False,msbf_m1.processor_account.processor_account_id,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,10,history_start_date,date,False,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,11,history_end_date,date,False,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,12,pos_history_days,integer,False,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,13,deposit_history_days,integer,False,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,14,source_confidence_score,"numeric(9,6)",False,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,15,data_confidence_tier,text,False,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,16,processor_continuity_status,text,False,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,17,verification_status,text,False,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,18,fraud_risk_tier,smallint,False,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,19,avg_daily_eligible_sales_7d,"numeric(18,2)",True,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,20,avg_daily_eligible_sales_30d,"numeric(18,2)",True,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,21,avg_daily_eligible_sales_60d,"numeric(18,2)",True,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,22,avg_daily_eligible_sales_90d,"numeric(18,2)",True,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,23,annualized_eligible_sales,"numeric(18,2)",True,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,24,sales_growth_7d_vs_30d,"numeric(12,8)",True,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,25,sales_growth_30d_vs_90d,"numeric(12,8)",True,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,26,daily_sales_cv_30d,"numeric(12,8)",True,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,27,daily_sales_cv_90d,"numeric(12,8)",True,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,28,zero_sales_day_rate_30d,"numeric(12,8)",True,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,29,seasonality_index_180d,"numeric(12,8)",True,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,30,largest_30d_share_180d,"numeric(12,8)",True,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,31,refund_rate_30d,"numeric(12,8)",True,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,32,chargeback_rate_30d,"numeric(12,8)",True,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,33,reversal_rate_30d,"numeric(12,8)",True,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,34,deposit_to_eligible_sales_rate_30d,"numeric(12,8)",True,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,35,negative_balance_day_rate_30d,"numeric(12,8)",True,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,36,nsf_count_30d,integer,True,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,37,average_available_balance_30d,"numeric(18,2)",True,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,38,cash_flow_buffer_days,"numeric(12,4)",True,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,39,existing_monthly_debt_service,"numeric(18,2)",False,0,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,40,existing_daily_remittance_amount,"numeric(18,2)",False,0,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,41,active_short_term_advance_count,smallint,False,0,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,42,stacking_flag,boolean,False,false,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,43,months_in_business,integer,False,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,44,processor_tenure_months,integer,False,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,45,business_bureau_score,smallint,True,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,46,owner_credit_score,smallint,True,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,47,prior_default_flag,boolean,False,false,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,48,cashflow_archetype_code,text,False,,False,msbf_ref.cashflow_archetype.archetype_code,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,49,adjusted_eligible_daily_revenue,"numeric(18,2)",False,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,50,industry_cash_flow_conversion_margin,"numeric(12,8)",False,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,51,adjusted_daily_cash_flow_available,"numeric(18,2)",False,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,52,requested_expected_daily_remittance,"numeric(18,2)",False,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,53,new_remittance_to_sales_rate,"numeric(12,8)",False,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,54,total_remittance_to_sales_rate,"numeric(12,8)",False,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,55,post_financing_coverage_ratio,"numeric(12,6)",True,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,56,residual_daily_cash_flow,"numeric(18,2)",False,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,57,funding_to_annualized_sales_rate,"numeric(12,8)",False,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,58,feature_snapshot_hash,text,False,,False,,
msbf_m1,merchant_feature_snapshot,Wide as-of Module 1 feature contract input.,,59,created_at,timestamptz,False,clock_timestamp(),False,,
msbf_m1,feature_value,Long feature values with source and observation-window lineage.,,1,module1_run_id,bigint,False,,True,msbf_m1.source_snapshot.module1_run_id,
msbf_m1,feature_value,Long feature values with source and observation-window lineage.,,2,merchant_application_id,text,False,,True,msbf_m1.merchant_feature_snapshot.merchant_application_id,
msbf_m1,feature_value,Long feature values with source and observation-window lineage.,,3,feature_code,text,False,,True,msbf_m1.feature_definition.feature_code,
msbf_m1,feature_value,Long feature values with source and observation-window lineage.,,4,feature_version,integer,False,,True,msbf_m1.feature_definition.feature_version,
